	ID	Title	Ressort	Date
316672	z00100316681	Griechenland erledigt, nun ist die EU dran	Wirtschaft	2012
316682	z00100316691	OECD hält Euro-Krise für weltweit größtes Wachstumsrisiko	Wirtschaft	2012
316687	z00100316696	Griechenlands Wirtschaft bricht um sieben Prozent ein	Wirtschaft	2012
316690	z00100316699	"Deutsche Bank erwartet ""Euro-Endspiel"" für Griechenland"	Wirtschaft	2012
316722	z00100316731	Geld bleibt für Banken billig	Wirtschaft	2012
316724	z00100316733	Schäuble plant Steuerabkommen mit Singapur	Wirtschaft	2012
316752	z00100316761	Citigroup-Chef Pandit erklärt Rücktritt	Wirtschaft	2012
316800	z00100316809	Wer hütet die Banken?	Wirtschaft	2012
316802	z00100316811	Den Chinesen weit voraus	Wirtschaft	2012
316806	z00100316815	Eine Intrige?	Wirtschaft	2012
316809	z00100316818	EFSF verdient erstmals Geld beim Schuldenmachen	Wirtschaft	2012
316824	z00100316833	"""Zum Teufel mit der monetären Lehre"""	Wirtschaft	2012
316829	z00100316838	Ein Dämpfer für die Spekulanten	Wirtschaft	2012
316844	z00100316853	Steuereinnahmen erreichen neue Rekordmarke	Wirtschaft	2012
316849	z00100316858	Warum Europa nicht auf die Barrikaden geht	Wirtschaft	2012
316852	z00100316861	IWF fordert mehr Wachstumsanreize	Wirtschaft	2012
316855	z00100316864	Schlussverkauf	Wirtschaft	2012
316859	z00100316868	Schweiz bietet Deutschland Kompromiss im Steuerstreit an	Wirtschaft	2012
316860	z00100316869	Ermittler prüfen Iran-Geschäfte der HypoVereinsbank	Wirtschaft	2012
316861	z00100316870	Baut auf die Fantasie!	Wirtschaft	2012
316862	z00100316871	Krankenkassen häufen Rekordreserven an	Wirtschaft	2012
316864	z00100316873	EU-Abgeordnete blockieren männlichen EZB-Kandidaten	Wirtschaft	2012
316866	z00100316875	Obama verlangt entscheidende Maßnahmen von Europa	Wirtschaft	2012
316872	z00100316881	Ex-Premier bestreitet Schuld an Islands Bankencrash	Wirtschaft	2012
316873	z00100316882	EZB-Mann Asmussen unterstützt Schäubles EU-Reformplan	Wirtschaft	2012
316874	z00100316883	Ackermann verdient 6,3 Millionen Euro	Wirtschaft	2012
316877	z00100316886	Moody's stuft Griechenland auf niedrigsten Wert herab	Wirtschaft	2012
316880	z00100316889	Bsirske droht mit großem Arbeitskampf	Wirtschaft	2012
316885	z00100316894	"""Ohne Ökonomen wäre es noch schlimmer"""	Wirtschaft	2012
316906	z00100316915	Mister Maersk	Wirtschaft	2012
316911	z00100316920	Im Lichte des Geldes	Wirtschaft	2012
316918	z00100316927	Griechenlands Medienhäuser fürchten den Kollaps	Wirtschaft	2012
316931	z00100316940	Der Boss greift an	Wirtschaft	2012
316967	z00100316976	Ein wenig Hoffnung	Wirtschaft	2012
316969	z00100316978	Thomas Rabe sucht das Filet	Wirtschaft	2012
316971	z00100316980	Arbeitslosigkeit auf tiefstem Stand seit 20 Jahren	Wirtschaft	2012
316982	z00100316991	Umweltministerium will Atommülllager Asse räumen	Wirtschaft	2012
316984	z00100316993	"""Wir waren noch nie so weit"""	Wirtschaft	2012
316992	z00100317001	Die Energiewende im Schnelldurchlauf	Wirtschaft	2012
316993	z00100317002	Der Minister sabotiert	Wirtschaft	2012
317004	z00100317013	So bleibt der Euro stabil	Wirtschaft	2012
317009	z00100317018	Ein Aufschub für Griechenland wird teuer	Wirtschaft	2012
317025	z00100317034	Klimazölle können der Umwelt schaden	Wirtschaft	2012
317030	z00100317039	Spanische Bankia erhält 4,5 Milliarden Euro Soforthilfe	Wirtschaft	2012
317032	z00100317041	Beweise, bitte!	Wirtschaft	2012
317036	z00100317045	Erste Warnstreiks in der Metallindustrie	Wirtschaft	2012
317038	z00100317047	Linkspartei fordert Verbot von Stromsperren	Wirtschaft	2012
317045	z00100317054	Regierung bei Solarförderung offenbar kompromissbereit	Wirtschaft	2012
317049	z00100317058	Einfach mal ausschalten	Wirtschaft	2012
317052	z00100317061	EU-Kommission reicht erneut Klage gegen VW-Gesetz ein	Wirtschaft	2012
317059	z00100317068	500 Firmen fordern Geld nach Flughafen-Desaster	Wirtschaft	2012
317060	z00100317069	Draghi weckt Hoffnung auf Eingreifen der EZB	Wirtschaft	2012
317067	z00100317076	"""Überall geht etwas voran"""	Wirtschaft	2012
317071	z00100317080	Hälfte der Griechenland-Gläubiger kündigt Verzicht an	Wirtschaft	2012
317076	z00100317085	"""Ich setze auf Beweise"""	Wirtschaft	2012
317077	z00100317086	Spanien, oh jé!	Wirtschaft	2012
317084	z00100317093	Ein ziemlich wässriger Luxus	Wirtschaft	2012
317085	z00100317094	Handelskammern sehen Fortschritte in der Euro-Krise	Wirtschaft	2012
317089	z00100317098	Ein lebensbedrohliches Arbeitsumfeld	Wirtschaft	2012
317098	z00100317107	Moscovici macht Schäuble den Euro-Chefposten streitig	Wirtschaft	2012
317106	z00100317115	Masse ohne Klasse	Wirtschaft	2012
317118	z00100317127	Lügen gegen das Kapital	Wirtschaft	2012
317139	z00100317148	VW vermeidet mit Steuertrick Milliarden-Zahlung	Wirtschaft	2012
317142	z00100317151	Das erste Opfer	Wirtschaft	2012
317143	z00100317152	Moody's stuft 16 spanische Banken herab	Wirtschaft	2012
317149	z00100317158	Lobbys rangeln um die Ticketsteuer	Wirtschaft	2012
317151	z00100317160	Europas Banken müssen Eigenkapital aufstocken	Wirtschaft	2012
317164	z00100317173	Jeder zehnte Haushalt lässt Putzhilfen schwarzarbeiten	Wirtschaft	2012
317191	z00100317200	Spaniens Rating knapp über Ramsch-Niveau	Wirtschaft	2012
317201	z00100317210	EZB senkt Leitzins erstmals unter ein Prozent	Wirtschaft	2012
317206	z00100317215	Wie viel Staat braucht die Energiewende?	Wirtschaft	2012
317207	z00100317216	Griechenland plant eigenen Sparkommissar	Wirtschaft	2012
317212	z00100317221	Grüner Strom statt Kochen mit Dung	Wirtschaft	2012
317213	z00100317222	Höhere Steuereinnahmen mindern Defizit der Gemeinden	Wirtschaft	2012
317219	z00100317228	Gericht weist erste Investorenklagen gegen Porsche ab	Wirtschaft	2012
317226	z00100317235	Europas Megatrawler auf Beutezug vor Afrika	Wirtschaft	2012
317232	z00100317241	Endloser Höhenflug	Wirtschaft	2012
317239	z00100317248	Barroso erhöht Druck auf Deutschland	Wirtschaft	2012
317241	z00100317250	Ärzte starten bundesweit Protestaktionen	Wirtschaft	2012
317263	z00100317272	Geschäftsklima-Index verbessert sich weiter	Wirtschaft	2012
317295	z00100317304	Verkappter Champion	Wirtschaft	2012
317313	z00100317322	Blutige Kohle für deutschen Strom	Wirtschaft	2012
317319	z00100317328	Saudi-Amerika	Wirtschaft	2012
317331	z00100317340	Profite standen über dem Gesetz	Wirtschaft	2012
317334	z00100317343	Was wir verdienen	Wirtschaft	2012
317339	z00100317348	"""Ich will das nicht schönreden"""	Wirtschaft	2012
317340	z00100317349	Facebook übernimmt Fotodienst Instagram für eine Milliarde Dollar	Wirtschaft	2012
317351	z00100317360	Wer viel nutzt, muss viel zahlen	Wirtschaft	2012
317359	z00100317368	Bundestag erleichtert Zuzug ausländischer Fachkräfte	Wirtschaft	2012
317370	z00100317379	Ex-Goldman-Aufseher Gupta muss zwei Jahre ins Gefängnis	Wirtschaft	2012
317387	z00100317396	Schluss mit der Harmonie!	Wirtschaft	2012
317413	z00100317422	"""Wir wollen das Budget einfrieren"""	Wirtschaft	2012
317414	z00100317423	Wie man’s gerade braucht	Wirtschaft	2012
317416	z00100317425	Rösler will Apotheker mit 190 Millionen Euro stützen	Wirtschaft	2012
317421	z00100317430	EFSF hilft griechischen Banken mit 18 Milliarden Euro	Wirtschaft	2012
317430	z00100317439	Philosoph Habermas wirft Merkel eindimensionale Politik vor	Wirtschaft	2012
317433	z00100317442	Budapester Ramschware	Wirtschaft	2012
317448	z00100317457	Eilantrag soll Karlsruher ESM-Urteil verschieben	Wirtschaft	2012
317465	z00100317474	Ryanair-Chef wehrt sich gegen Sparvorwürfe	Wirtschaft	2012
317490	z00100317499	Für dumm verkauft	Wirtschaft	2012
317509	z00100317518	Moralisch bankrott	Wirtschaft	2012
317513	z00100317522	Bolivien verstaatlicht Tochter von spanischem Stromkonzern	Wirtschaft	2012
317537	z00100317546	Behörde lässt alle A380 prüfen	Wirtschaft	2012
317548	z00100317557	Apples Problem	Wirtschaft	2012
317584	z00100317593	Schäuble dementiert Berichte über Ankauf spanischer Anleihen	Wirtschaft	2012
317600	z00100317609	Mehr Sonne	Wirtschaft	2012
317602	z00100317611	Spanien rutscht in die Rezession	Wirtschaft	2012
317609	z00100317618	Dobrindt kritisiert Abschaffung der Bundesschatzbriefe	Wirtschaft	2012
317616	z00100317625	Griechenland führt Steuern auf Aktiengeschäfte ein	Wirtschaft	2012
317623	z00100317632	Die Lüge vom chinesischen Traum	Wirtschaft	2012
317635	z00100317644	EZB signalisiert Griechenland Entgegenkommen	Wirtschaft	2012
317647	z00100317656	Lufthansa prüft Klage gegen Streik	Wirtschaft	2012
317652	z00100317661	"""Ich kann Ihnen auch verraten, wie man im Supermarkt klaut"""	Wirtschaft	2012
317661	z00100317670	Ein Hoch auf das billige Geld	Wirtschaft	2012
317664	z00100317673	Investor Dubag will Stellen erhalten	Wirtschaft	2012
317667	z00100317676	Gefühl statt Kalkül	Wirtschaft	2012
317680	z00100317689	Anton Schlecker pfeift auf seinen Ruf	Wirtschaft	2012
317681	z00100317690	Vertuschung? Nix da	Wirtschaft	2012
317683	z00100317692	Rentner sollen mehr zuverdienen dürfen	Wirtschaft	2012
317691	z00100317700	Wer erhält den Nobelpreis für Wirtschaftswissenschaft?	Wirtschaft	2012
317696	z00100317705	Ein verlorenes Jahrzehnt	Wirtschaft	2012
317697	z00100317706	Bundesgericht verbietet Nachtflüge in Frankfurt	Wirtschaft	2012
317718	z00100317727	Deutsche Bank entlässt fast 2.000 Mitarbeiter	Wirtschaft	2012
317723	z00100317732	12.000 Wohnungen wechseln den Besitzer	Wirtschaft	2012
317726	z00100317735	Euro-Krise treibt deutsche Anleger wieder in die Aktien	Wirtschaft	2012
317727	z00100317736	Mehr Bagger, bitte!	Wirtschaft	2012
317729	z00100317738	Briten verhindern Bankenkapital-Konsens	Wirtschaft	2012
317736	z00100317745	Industrie rechnet trotz Krise mit Exportwachstum	Wirtschaft	2012
317755	z00100317764	Apple fordert weitere 700 Millionen Dollar von Samsung	Wirtschaft	2012
317761	z00100317770	Ein Land im Insolvenzverfahren	Wirtschaft	2012
317765	z00100317774	Das ändert sich 2012	Wirtschaft	2012
317782	z00100317791	Europa kultiviert die Prokrastination	Wirtschaft	2012
317793	z00100317802	New York Times holt sich BBC-Chef Thompson	Wirtschaft	2012
317794	z00100317803	Immer diese Schweizer	Wirtschaft	2012
317795	z00100317804	Daimler macht größten Gewinn seiner Geschichte	Wirtschaft	2012
317808	z00100317817	Die YouTube-Zeugen	Wirtschaft	2012
317811	z00100317820	Hier muss sich etwas tun	Wirtschaft	2012
317820	z00100317829	Unsichere Wirtschaftsaussichten lassen Dax verlieren	Wirtschaft	2012
317823	z00100317832	Gericht untersagt Fluglotsenstreik am Frankfurter Flughafen	Wirtschaft	2012
317824	z00100317833	Japanische Autobauer fahren Produktion zurück	Wirtschaft	2012
317839	z00100317848	Italienische Mafia kassierte jahrelang EU-Agrarhilfen	Wirtschaft	2012
317843	z00100317852	Mit Öko-Steuern aus der Krise	Wirtschaft	2012
317854	z00100317863	Breit streuen!	Wirtschaft	2012
317860	z00100317869	Gefragt: Ein Machtwort	Wirtschaft	2012
317872	z00100317881	US-Arbeitsmarkt erholt sich unerwartet langsam	Wirtschaft	2012
317903	z00100317912	Perfekt chinesisch	Wirtschaft	2012
317926	z00100317935	Zypern bittet EU um Finanzhilfe	Wirtschaft	2012
317929	z00100317938	»Manufaktur«	Wirtschaft	2012
317931	z00100317940	Eröffnung des Berliner Flughafens verzögert sich bis Oktober 2013	Wirtschaft	2012
317932	z00100317941	EU gibt Spanien mehr Zeit zum Sparen	Wirtschaft	2012
317938	z00100317947	Ärztestreik doch noch abgewendet	Wirtschaft	2012
317939	z00100317948	Deutschlands Reiche werden immer reicher	Wirtschaft	2012
317958	z00100317967	Die europäische Finanzsteuer hat sich erstmal erledigt	Wirtschaft	2012
317975	z00100317984	Stabil in die Krise	Wirtschaft	2012
317995	z00100318004	Portugal muss Banken mit Milliardenhilfen stützen	Wirtschaft	2012
318001	z00100318010	Chemiebranche beschwert sich bei der Kanzlerin	Wirtschaft	2012
318007	z00100318016	Vernebeln statt ermitteln	Wirtschaft	2012
318009	z00100318018	Ganz oben und weit unten	Wirtschaft	2012
318014	z00100318023	Jung, Europäer, chancenlos	Wirtschaft	2012
318027	z00100318036	Griechenland gibt mehr Zeit für Schuldenrückkauf	Wirtschaft	2012
318029	z00100318038	Papierli- Schweizer	Wirtschaft	2012
318046	z00100318055	Bundesbank lehnt gemeinsame Haftung der Euro-Staaten ab	Wirtschaft	2012
318051	z00100318060	EZB-Chef Draghi sieht Schuldenkrise fast überwunden	Wirtschaft	2012
318053	z00100318062	Bosch verlässt Wüstenstromprojekt Desertec	Wirtschaft	2012
318075	z00100318084	"""Hausgemacht"""	Wirtschaft	2012
318080	z00100318089	Der Riese leidet	Wirtschaft	2012
318123	z00100318132	Italiens Parlament beschließt neue Sparmaßnahmen	Wirtschaft	2012
318125	z00100318134	Arme Millionäre	Wirtschaft	2012
318129	z00100318138	Rehn hält höhere Griechenland-Hilfen für notwendig	Wirtschaft	2012
318140	z00100318149	Kreditzinsen für Spanien steigen auf Rekordstand	Wirtschaft	2012
318142	z00100318151	Vernetzt	Wirtschaft	2012
318143	z00100318152	In Flushing lebt der amerikanische Traum	Wirtschaft	2012
318146	z00100318155	Weltweit teurer fliegen	Wirtschaft	2012
318152	z00100318161	EZB lässt Leitzins auf Rekordtief	Wirtschaft	2012
318153	z00100318162	Merkel und Hollande reagieren zurückhaltend auf Griechenlands Forderungen	Wirtschaft	2012
318168	z00100318177	VW verdoppelt Gewinn auf 15 Milliarden Euro	Wirtschaft	2012
318181	z00100318190	Das absolut inoffizielle Party-Ranking von Davos	Wirtschaft	2012
318189	z00100318198	Der kalte Tröster	Wirtschaft	2012
318200	z00100318209	Iran will Bankgeschäfte mit Armenien machen	Wirtschaft	2012
318204	z00100318213	Deutsche Bank im Risiko	Wirtschaft	2012
318212	z00100318221	Einmischen erwünscht	Wirtschaft	2012
318220	z00100318229	Fette Jahre sind möglich	Wirtschaft	2012
318221	z00100318230	Mieterbund-Chef warnt vor Wohnungsmarkt-Katastrophe	Wirtschaft	2012
318222	z00100318231	Wirtschaftsverbände hadern mit Schwarz-Gelb	Wirtschaft	2012
318230	z00100318239	Spaniens Banken erneut in Gefahr	Wirtschaft	2012
318232	z00100318241	Brandschutztest auf Flughafen Berlin-Brandenburg erfolgreich	Wirtschaft	2012
318244	z00100318253	Regierung rechnet mit Wachstumsdelle	Wirtschaft	2012
318270	z00100318279	Facebook-Aktie gewinnt Vertrauen der Anleger zurück	Wirtschaft	2012
318277	z00100318286	Anlegerschützer drohen Athen mit Klage	Wirtschaft	2012
318281	z00100318290	Moody's stuft deutsche Banken herab	Wirtschaft	2012
318285	z00100318294	IWF sieht weltweites Finanzsystem gefährdet	Wirtschaft	2012
318286	z00100318295	Wahlkampf um den Wert des Geldes	Wirtschaft	2012
318287	z00100318296	Groupon wächst zu schnell	Wirtschaft	2012
318296	z00100318305	Ökonomen schlagen Zwangsanleihe für Reiche vor	Wirtschaft	2012
318301	z00100318310	Altmaiers Ökostrom-Reform stößt auf wachsende Kritik	Wirtschaft	2012
318304	z00100318313	Grüne werfen Schäuble Steuerverschwendung vor	Wirtschaft	2012
318308	z00100318317	Braver geht es auch	Wirtschaft	2012
318328	z00100318337	Vier Prozent sind drin	Wirtschaft	2012
318335	z00100318344	Frankreich startet eigene Finanztransaktionssteuer	Wirtschaft	2012
318344	z00100318353	"""Wir tappen in absoluter Finsternis"""	Wirtschaft	2012
318345	z00100318354	Deutsche Bank muss Kirch-Erben Schadenersatz zahlen	Wirtschaft	2012
318353	z00100318362	"""Gedacht wird in Horrorszenarien"""	Wirtschaft	2012
318366	z00100318375	Starbucks will freiwillig mehr Steuern zahlen	Wirtschaft	2012
318374	z00100318383	Hehre Ziele, keine Fortschritte	Wirtschaft	2012
318376	z00100318385	SAP und Oracle einigen sich auf Schadensersatz	Wirtschaft	2012
318405	z00100318414	"""Von mir aus 60 Prozent Steuern"""	Wirtschaft	2012
318417	z00100318426	Deutschland blockiert schnelle EU-Bankenaufsicht	Wirtschaft	2012
318425	z00100318434	Ausbleibender Konsum verschärft spanische Krise	Wirtschaft	2012
318426	z00100318435	Finanzhäuser spekulieren weiter auf Lebensmittelpreise	Wirtschaft	2012
318450	z00100318459	"""Erben ist ein großer Anreiz"""	Wirtschaft	2012
318455	z00100318464	Wie viel Erbe ist gerecht?	Wirtschaft	2012
318463	z00100318472	Rating-Agentur senkt Zyperns Kreditwürdigkeit	Wirtschaft	2012
318470	z00100318479	Geschacher um Jobs	Wirtschaft	2012
318479	z00100318488	Delta Air Lines kauft sich eigene Ölraffinerie	Wirtschaft	2012
318505	z00100318514	Schweiz ersucht Rechtshilfe für Haftbefehl gegen Steuerfahnder	Wirtschaft	2012
318523	z00100318532	Konjunkturaussichten so schlecht wie lange nicht	Wirtschaft	2012
318534	z00100318543	Ist Justitia eine Bankerin?	Wirtschaft	2012
318549	z00100318558	Argentinien unter Geiern	Wirtschaft	2012
318551	z00100318560	Die Dauerbaustelle der Energiewende	Wirtschaft	2012
318554	z00100318563	"""Total falsche Antworten"""	Wirtschaft	2012
318560	z00100318569	"""2013 Koffer packen"""	Wirtschaft	2012
318561	z00100318570	Baufirmen verweigern die Arbeit am BER	Wirtschaft	2012
318587	z00100318596	Ein zweigesichtiges Wesen	Wirtschaft	2012
318595	z00100318604	Monopoly Neukölln	Wirtschaft	2012
318602	z00100318611	Facebook macht sich börsenfertig	Wirtschaft	2012
318603	z00100318612	Merkel drängt zur Kürzung der Solarförderung	Wirtschaft	2012
318623	z00100318632	Schlechte Stimmung bei den Ökos	Wirtschaft	2012
318625	z00100318634	Öko-Stromverband gibt Regierung Schuld an höheren Preisen	Wirtschaft	2012
318628	z00100318637	Kein neues Arbeitgeberangebot für öffentlichen Dienst	Wirtschaft	2012
318636	z00100318645	Die Deutsche Bank kämpft mit der Vergangenheit	Wirtschaft	2012
318676	z00100318685	UBS-Händler Adoboli muss sieben Jahre in Haft	Wirtschaft	2012
318680	z00100318689	Obamas unsichtbare Leistung	Wirtschaft	2012
318688	z00100318697	Mario Monti und der Kampf gegen den Zins	Wirtschaft	2012
318693	z00100318702	Wer gegen Griechenland wettet, verliert	Wirtschaft	2012
318711	z00100318720	Jeder muss sich selbst helfen	Wirtschaft	2012
318715	z00100318724	Neue Niere vom Volkswirt	Wirtschaft	2012
318721	z00100318730	Airbus eröffnet erstes Flugzeugwerk in den USA	Wirtschaft	2012
318726	z00100318735	BP verkauft Ölfelder im Golf von Mexiko	Wirtschaft	2012
318739	z00100318748	Sparen	Wirtschaft	2012
318742	z00100318751	China und Indien hängen den Rest der Welt ab	Wirtschaft	2012
318747	z00100318756	Draghi kämpft gegen die deutsche Angst	Wirtschaft	2012
318763	z00100318772	Der hellsichtige Herr Loch	Wirtschaft	2012
318766	z00100318775	Europa, nein danke	Wirtschaft	2012
318767	z00100318776	"""Alkoholfrei"""	Wirtschaft	2012
318770	z00100318779	Der Sanierungsboom steckt im Bundesrat fest	Wirtschaft	2012
318797	z00100318806	Bitte neu anfangen	Wirtschaft	2012
318805	z00100318814	Eure Arroganz ist ungerecht	Wirtschaft	2012
318818	z00100318827	Was Weihnachten anrichtet	Wirtschaft	2012
318833	z00100318842	Euro-Länder fordern von Spanien weitere Einsparungen	Wirtschaft	2012
318842	z00100318851	Heute feiern, morgen zahlen	Wirtschaft	2012
318849	z00100318858	Ich verkaufe nichts	Wirtschaft	2012
318859	z00100318868	Tausende chinesische Foxconn-Mitarbeiter streiken	Wirtschaft	2012
318872	z00100318881	Scheitern verboten	Wirtschaft	2012
318873	z00100318882	Die wahren Gründe für die Sparpolitik	Wirtschaft	2012
318878	z00100318887	Moody's prüft Herabstufung von 114 Banken	Wirtschaft	2012
318884	z00100318893	Schwarz-Gelb belohnt Großindustrie fürs Abschalten	Wirtschaft	2012
318887	z00100318896	Barroso dämpft Angst vor einem Euro-Superstaat	Wirtschaft	2012
318893	z00100318902	Wo bleibt die Moral?	Wirtschaft	2012
318896	z00100318905	Europas Solarbranche kann hoffen	Wirtschaft	2012
318898	z00100318907	Was kostet Europa?	Wirtschaft	2012
318900	z00100318909	"""Wir müssen die Menschen auffangen"""	Wirtschaft	2012
318916	z00100318925	USA nominieren Jim Yong Kim als Weltbank-Chef	Wirtschaft	2012
318919	z00100318928	Wo die Schweiz nicht neutral sein muss	Wirtschaft	2012
318920	z00100318929	Oettinger kümmert sich um VW-Interessen	Wirtschaft	2012
318924	z00100318933	Schäuble zweifelt am Sparwillen Griechenlands	Wirtschaft	2012
318935	z00100318944	Ver.di bestreikt fünf Flughäfen	Wirtschaft	2012
318936	z00100318945	Dumm macht arm	Wirtschaft	2012
318944	z00100318953	Merkel zur Aufstockung der Rettungsschirme bereit	Wirtschaft	2012
318948	z00100318957	"""Es muss doch leicht sein, eine Fabrik aufzumachen"""	Wirtschaft	2012
318951	z00100318960	Warnstreiks im öffentlichen Nahverkehr treffen Cebit	Wirtschaft	2012
318952	z00100318961	Griechenland sperrt Konten möglicher Steuersünder	Wirtschaft	2012
318954	z00100318963	Bankenaufsicht überprüft JPMorgan	Wirtschaft	2012
318966	z00100318975	Abgestoßen	Wirtschaft	2012
318984	z00100318993	Stets dieselben Fragen	Wirtschaft	2012
318985	z00100318994	Rating-Agentur entzieht Rettungsfonds EFSF Bestnote	Wirtschaft	2012
318988	z00100318997	Höhere Steuern auf Schwarzgeld in der Schweiz	Wirtschaft	2012
318992	z00100319001	Griechen sollen Auslandsgeld offenlegen	Wirtschaft	2012
318998	z00100319007	Ruhe im Sturm	Wirtschaft	2012
319001	z00100319010	Senioren-Ticket	Wirtschaft	2012
324654	z00100324663	Die Saat des Vergessens	Wissen	2012
324656	z00100324665	"""Kein schrumpfender Apfel"""	Wissen	2012
324660	z00100324669	Erste europäische Vega-Rakete startet ins All	Wissen	2012
324662	z00100324671	Beamte in Wetterstationen verlieren ihre Jobs an Maschinen	Wissen	2012
324664	z00100324673	Welt-Aids-Konferenz endet mit geteiltem Fazit	Wissen	2012
324677	z00100324686	Die Kruste des Mondes ist ramponierter als gedacht	Wissen	2012
324680	z00100324689	Der Rebell im Walde	Wissen	2012
324683	z00100324692	Baumharz erwischt Spinne mitten im Angriff	Wissen	2012
324685	z00100324694	Radiowellenreiter	Wissen	2012
324690	z00100324699	Der Esel in der Politik	Wissen	2012
324692	z00100324701	China will keine Organe hingerichteter Häftlinge mehr nutzen	Wissen	2012
324696	z00100324705	Kliniken operieren zu häufig, weil es sich lohnt	Wissen	2012
324697	z00100324706	Zwei Leben für Schrödingers Katze	Wissen	2012
324715	z00100324724	Die Uni Bremen darf weiter Affenversuche durchführen	Wissen	2012
324718	z00100324727	Welches Siegel hilft den Tieren?	Wissen	2012
324719	z00100324728	Nehmen Windräder einander den Wind weg?	Wissen	2012
324724	z00100324733	"""Wer Epilepsie hat, wird ausgegrenzt"""	Wissen	2012
324727	z00100324736	Curiosity gelingt Testfahrt auf dem Mars	Wissen	2012
324728	z00100324737	Muss man Eier im Kühlschrank lagern?	Wissen	2012
324729	z00100324738	Göttinger Oberarzt manipuliert Organspenderliste	Wissen	2012
324730	z00100324739	Sturm Isaac bedroht als Hurrikan US-Südstaaten	Wissen	2012
324732	z00100324741	Das traurige Ende der Vogelfrau	Wissen	2012
324735	z00100324744	Kann Baukunst heilen?	Wissen	2012
324740	z00100324749	"""Im Ausland bin i scho a Hund"""	Wissen	2012
324743	z00100324752	Ein super Kredit	Wissen	2012
324745	z00100324754	Das Kreuz mit dem Kraut	Wissen	2012
324750	z00100324759	Unnötig komplex	Wissen	2012
324754	z00100324763	Steigender Meeresspiegel gefährdet Millionen Asiaten	Wissen	2012
324755	z00100324764	Eine Schüssel Blut aus Almería	Wissen	2012
324756	z00100324765	Stören elektronische Geräte die Flugzeugelektronik?	Wissen	2012
324759	z00100324768	Wolf streift durch den Norden	Wissen	2012
324760	z00100324769	Entschärftes Supervirus-Rezept wird öffentlich	Wissen	2012
324763	z00100324772	Die Risiken des Reichtums	Wissen	2012
324764	z00100324773	Auf den Geschmack gekommen	Wissen	2012
324770	z00100324779	"""Viele reißen sich zusammen"""	Wissen	2012
324772	z00100324781	"""Wetterextreme lassen sich global nicht mitteln"""	Wissen	2012
324778	z00100324787	Kurze Sätze gut	Wissen	2012
324779	z00100324788	USA bereiten sich auf Hurrikan Sandy vor	Wissen	2012
324780	z00100324789	Rülpsen für die Forschung	Wissen	2012
324785	z00100324794	Simulierter Untergang	Wissen	2012
324789	z00100324798	Asiatische Buschmücke macht sich in Deutschland breit	Wissen	2012
324796	z00100324805	Starkes Beben vor der Küste Japans	Wissen	2012
324798	z00100324807	Erinnerung, lass nach	Wissen	2012
324804	z00100324813	Aus Angst vor Bioterrorismus sollen Grippeforscher schweigen	Wissen	2012
324809	z00100324818	Haben die bunten Klebebänder der Sportler eine Wirkung?	Wissen	2012
324810	z00100324819	Das Schwein weiß um sein Ich	Wissen	2012
324811	z00100324820	Grillfleisch mit Federn	Wissen	2012
324812	z00100324821	Die Abnehm-Anleitung für alle gibt es nicht	Wissen	2012
324815	z00100324824	Wie gefährlich ist das Supervirus?	Wissen	2012
324816	z00100324825	Verkauf von Schmerzmitteln soll eingeschränkt werden	Wissen	2012
324819	z00100324828	Millionenschaden durch Hagel in NRW	Wissen	2012
324824	z00100324833	Arbeiter haben Strahlenmessgeräte manipuliert	Wissen	2012
324829	z00100324838	Die Kraft aus der Luft	Wissen	2012
324831	z00100324840	Kann ein Schwert einen fallenden Seidenschal durchtrennen?	Wissen	2012
324833	z00100324842	Unterm Messer	Wissen	2012
324838	z00100324847	Milliarden für altes Blech	Wissen	2012
324839	z00100324848	Ein Orca, so weiß wie ein Eisberg	Wissen	2012
324844	z00100324853	Leben im Totholz	Wissen	2012
324849	z00100324858	Der Higgs-Hype ist voreilig!	Wissen	2012
324851	z00100324860	Sind die Europäer erst seit wenigen Tausend Jahren hellhäutig?	Wissen	2012
324857	z00100324866	Pass auf ihn auf!	Wissen	2012
324860	z00100324869	Kurz, kurz, kurz – lang, lang, lang – kurz, kurz, kurz	Wissen	2012
324862	z00100324871	Gibt es Säugetiere mit grünem Fell?	Wissen	2012
324863	z00100324872	Ingenieure erfinden kompostierbare Elektrobauteile	Wissen	2012
324866	z00100324875	Tödliche Batterie	Wissen	2012
324870	z00100324879	Quak! Quak! Quak!	Wissen	2012
324877	z00100324886	Schnell alle weg hier!	Wissen	2012
324883	z00100324892	John Glenn – ein Pfadfinder im Weltraum	Wissen	2012
324884	z00100324893	Kein Schutz für die Meere der Antarktis	Wissen	2012
324888	z00100324897	Internetsucht zeigt sich im Hirn	Wissen	2012
324895	z00100324904	Staatengemeinschaft ringt um neuen Klimaschutzvertrag	Wissen	2012
324902	z00100324911	Vor Sumatra zerreißt es die Kontinentalplatte	Wissen	2012
324904	z00100324913	Die Nordlichtmacher	Wissen	2012
324908	z00100324917	Peugeot schrumpft den Kleinwagen größer	Wissen	2012
324909	z00100324918	Haben Steinzeitmenschen nur vier Stunden am Tag gearbeitet?	Wissen	2012
324914	z00100324923	Task Force soll Auslöser für Brechdurchfall-Erkrankungen finden	Wissen	2012
324929	z00100324938	Maos blutige Ernte	Wissen	2012
324931	z00100324940	Protokolle der japanischen Regierung zu Fukushima fehlen	Wissen	2012
